system_id,receptor_name,g_protein_family,pocket_id,n_voxels,mean_freq,is_orthosteric,is_peptide_proximal,peptide_control,peptide_site_recovered,best_peptide_site_freq,location,zone_public_label,receptor_generic_numbers,pocket_record_status,pocket_record_reason,schema_version
Gq_7XXH,P2Y purinoceptor 1,Gq,0.0,31.0,0.868,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gq_7XXH,P2Y purinoceptor 1,Gq,3.0,26.0,0.877,False,,False,,,receptor,extracellular vestibule,,available_detected_pocket,,1.1
Gq_7XXH,P2Y purinoceptor 1,Gq,4.0,16.0,0.875,False,,False,,,receptor,intracellular/transducer interface,1.57x57;2.37x37;2.39x39;2.40x40;2.41x41;2.43x43;8.50x50,available_detected_pocket,,1.1
Gq_7Y26,Somatostatin receptor type 2,Gq,2.0,795.0,0.945,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gq_7Y26,Somatostatin receptor type 2,Gq,1.0,657.0,0.903,False,,False,,,interface,intracellular/transducer interface,1.60x60;2.39x39;2.40x40;2.43x43;2.46x46;2.47x47;3.46x46;3.50x50;7.49x49;7.50x50;7.52x52;7.53x53;7.54x54;7.55x55;8.49x49;8.50x50;8.53x53,available_detected_pocket,,1.1
Gq_7Y26,Somatostatin receptor type 2,Gq,3.0,584.0,0.91,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gq_7Y26,Somatostatin receptor type 2,Gq,7.0,418.0,0.921,False,,False,,,receptor,extracellular vestibule,1.31x31;1.32x32;1.33x33;1.34x34;1.35x35;1.36x36;1.39x39;2.53x53;2.55x55;2.56x56;2.57x57;2.58x58;2.59x59;2.60x60;2.61x61;2.62x62;2.63x63;2.64x64;2.65x65;23.50x50;3.28x28;3.29x29;3.30x30;3.32x32;3.33x33;3.34x34;3.36x36;3.37x37;4.57x57;4.60x61;45.50x50;45.51x51;5.38x39;5.42x43;6.48x48;6.51x51;6.52x52;6.55x55;7.32x31;7.35x34;7.36x35;7.39x38;7.40x39;7.42x41;7.43x42,available_detected_pocket,,1.1
Gq_7Y26,Somatostatin receptor type 2,Gq,5.0,72.0,0.906,False,,False,,,receptor,intracellular/transducer interface,2.42x42;3.45x45;3.48x48;3.49x49;3.52x52;4.38x38;4.41x41;4.42x42;4.45x45,available_detected_pocket,,1.1
Gq_7Y26,Somatostatin receptor type 2,Gq,8.0,53.0,0.876,False,,False,,,receptor,membrane-facing,2.46x46;2.50x50;3.39x39;3.40x40;3.43x43;6.40x40;6.44x44;7.45x45;7.46x46;7.48x48;7.49x49;7.52x52;7.53x53,available_detected_pocket,,1.1
Gq_7Y26,Somatostatin receptor type 2,Gq,6.0,39.0,0.876,False,,False,,,interface,intracellular/transducer interface,3.55x55;5.64x64,available_detected_pocket,,1.1
Gq_7Y26,Somatostatin receptor type 2,Gq,9.0,12.0,0.86,False,,False,,,interface,intracellular/transducer interface,,available_detected_pocket,,1.1
Gq_7Y26,Somatostatin receptor type 2,Gq,0.0,11.0,0.862,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gq_7Y26,Somatostatin receptor type 2,Gq,4.0,6.0,0.854,False,,False,,,receptor,intracellular/transducer interface,,available_detected_pocket,,1.1
Gq_7YDM,Adhesion G protein-coupled receptor E5,Gq,3.0,717.0,0.935,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gq_7YDM,Adhesion G protein-coupled receptor E5,Gq,5.0,318.0,0.918,False,,False,,,receptor,intracellular/transducer interface,12.50x50;12.51x51;2.44x44;2.45x45;2.46x46;2.47x47;2.50x50;3.50x50;3.53x53;3.54x54;3.55x55;3.56x56;3.57x57;3.58x58;6.41x41;6.45x45;6.48x48;7.57x57;8.47x47;8.49x49,available_detected_pocket,,1.1
Gq_7YDM,Adhesion G protein-coupled receptor E5,Gq,4.0,240.0,0.925,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gq_7YDM,Adhesion G protein-coupled receptor E5,Gq,10.0,207.0,0.917,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gq_7YDM,Adhesion G protein-coupled receptor E5,Gq,1.0,83.0,0.883,False,,False,,,other,other,,available_detected_pocket,,1.1
Gq_7YDM,Adhesion G protein-coupled receptor E5,Gq,9.0,33.0,0.877,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gq_7YDM,Adhesion G protein-coupled receptor E5,Gq,2.0,32.0,0.871,False,,False,,,interface,intracellular/transducer interface,5.67x67,available_detected_pocket,,1.1
Gq_7YDM,Adhesion G protein-coupled receptor E5,Gq,0.0,21.0,0.88,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gq_7YDM,Adhesion G protein-coupled receptor E5,Gq,7.0,9.0,0.861,False,,False,,,other,other,,available_detected_pocket,,1.1
Gq_7YDM,Adhesion G protein-coupled receptor E5,Gq,6.0,6.0,0.859,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gq_7YDM,Adhesion G protein-coupled receptor E5,Gq,8.0,5.0,0.854,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gq_8DWC,Mas-related G-protein coupled receptor member X1,Gq,0.0,763.0,0.942,False,False,True,True,0.926,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gq_8DWC,Mas-related G-protein coupled receptor member X1,Gq,7.0,357.0,0.926,True,True,True,True,0.926,g_protein,orthosteric,,available_detected_pocket,,1.1
Gq_8DWC,Mas-related G-protein coupled receptor member X1,Gq,3.0,196.0,0.917,False,False,True,True,0.926,receptor,extracellular vestibule,2.57x57;2.60x60;2.61x61;2.63x63;2.64x64;2.66x66;3.23x23;3.25x25;3.26x26;3.28x28;3.29x29;3.33x33;6.51x51;6.55x55;7.31x30;7.35x34;7.39x38,available_detected_pocket,,1.1
Gq_8DWC,Mas-related G-protein coupled receptor member X1,Gq,8.0,190.0,0.909,False,False,True,True,0.926,interface,intracellular/transducer interface,2.37x37;2.38x38;2.39x39;2.41x41;3.49x49;34.52x52;34.53x53;34.54x54;34.55x55;34.57x57;4.38x38;4.39x39;4.40x40;4.42x42,available_detected_pocket,,1.1
Gq_8DWC,Mas-related G-protein coupled receptor member X1,Gq,1.0,159.0,0.91,True,True,True,True,0.926,other,orthosteric,,available_detected_pocket,,1.1
Gq_8DWC,Mas-related G-protein coupled receptor member X1,Gq,9.0,101.0,0.899,False,False,True,True,0.926,receptor,intracellular/transducer interface,2.42x42;3.41x41;3.44x44;3.45x45;3.46x46;3.48x48;3.49x49;3.52x52;4.41x41;4.45x45;5.49x49;5.50x50;5.53x53;5.57x57,available_detected_pocket,,1.1
Gq_8DWC,Mas-related G-protein coupled receptor member X1,Gq,4.0,64.0,0.884,False,False,True,True,0.926,other,other,3.54x54;34.50x50;5.64x64;5.65x65,available_detected_pocket,,1.1
Gq_8DWC,Mas-related G-protein coupled receptor member X1,Gq,12.0,59.0,0.881,False,False,True,True,0.926,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gq_8DWC,Mas-related G-protein coupled receptor member X1,Gq,6.0,27.0,0.87,False,False,True,True,0.926,interface,intracellular/transducer interface,1.59x59;1.60x60,available_detected_pocket,,1.1
Gq_8DWC,Mas-related G-protein coupled receptor member X1,Gq,5.0,24.0,0.878,False,False,True,True,0.926,receptor,intracellular/transducer interface,1.60x60;2.37x37;2.40x40;7.54x54,available_detected_pocket,,1.1
Gq_8DWC,Mas-related G-protein coupled receptor member X1,Gq,11.0,22.0,0.876,False,False,True,True,0.926,receptor,membrane-facing,3.30x30;3.31x31;3.34x34;4.53x53;4.54x54;4.55x55;4.56x56;4.57x57;4.58x58;4.61x61,available_detected_pocket,,1.1
Gq_8DWC,Mas-related G-protein coupled receptor member X1,Gq,13.0,15.0,0.866,False,False,True,True,0.926,receptor,membrane-facing,5.42x42;5.43x43;5.45x45;5.46x46,available_detected_pocket,,1.1
Gq_8DWC,Mas-related G-protein coupled receptor member X1,Gq,2.0,10.0,0.861,False,False,True,True,0.926,other,other,,available_detected_pocket,,1.1
Gq_8DWC,Mas-related G-protein coupled receptor member X1,Gq,10.0,5.0,0.856,False,False,True,True,0.926,receptor,intracellular/transducer interface,3.56x56;34.52x52,available_detected_pocket,,1.1
Gq_8E9W,Muscarinic acetylcholine receptor M3,Gq,2.0,512.0,0.925,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gq_8E9W,Muscarinic acetylcholine receptor M3,Gq,3.0,322.0,0.913,False,,False,,,receptor,extracellular vestibule,2.53x53;2.61x60;2.64x63;3.25x25;3.28x28;3.29x29;3.32x32;3.33x33;3.36x36;3.37x37;3.40x40;4.56x56;4.57x57;45.50x50;45.51x51;45.52x52;5.38x39;5.39x40;5.42x43;5.43x44;5.44x45;5.45x46;5.46x461;5.47x47;6.48x48;6.51x51;6.52x52;6.55x55;6.58x58;7.32x31;7.35x34;7.36x35;7.39x38;7.42x41;7.43x42,available_detected_pocket,,1.1
Gq_8E9W,Muscarinic acetylcholine receptor M3,Gq,0.0,300.0,0.901,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gq_8E9W,Muscarinic acetylcholine receptor M3,Gq,6.0,158.0,0.878,False,,False,,,other,other,12.49x49;5.68x68;5.72x72;8.48x48;8.49x49,available_detected_pocket,,1.1
Gq_8E9W,Muscarinic acetylcholine receptor M3,Gq,4.0,70.0,0.874,False,,False,,,other,other,,available_detected_pocket,,1.1
Gq_8E9W,Muscarinic acetylcholine receptor M3,Gq,1.0,53.0,0.88,False,,False,,,receptor,membrane-facing,2.42x42;3.45x45;3.52x52;4.41x41;4.45x45,available_detected_pocket,,1.1
Gq_8E9W,Muscarinic acetylcholine receptor M3,Gq,7.0,49.0,0.927,False,,False,,,receptor,extracellular vestibule,5.54x54;5.55x55;5.56x56;5.57x57;5.58x58;5.59x59;5.60x60;5.62x62;5.63x63;6.37x37;6.38x38;6.41x41,available_detected_pocket,,1.1
Gq_8E9W,Muscarinic acetylcholine receptor M3,Gq,5.0,23.0,0.891,False,,False,,,other,other,2.39x39;2.40x40;2.43x43;3.49x49,available_detected_pocket,,1.1
Gq_8E9W,Muscarinic acetylcholine receptor M3,Gq,8.0,18.0,0.864,False,,False,,,other,other,,available_detected_pocket,,1.1
Gq_8E9W,Muscarinic acetylcholine receptor M3,Gq,9.0,16.0,0.875,False,,False,,,receptor,extracellular vestibule,1.35x35;1.39x39;7.37x36;7.40x39,available_detected_pocket,,1.1
Gq_8EJC,Free fatty acid receptor 1,Gq,5.0,706.0,0.943,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gq_8EJC,Free fatty acid receptor 1,Gq,1.0,451.0,0.913,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gq_8EJC,Free fatty acid receptor 1,Gq,6.0,308.0,0.912,False,,False,,,g_protein,intracellular/transducer interface,34.54x54,available_detected_pocket,,1.1
Gq_8EJC,Free fatty acid receptor 1,Gq,2.0,217.0,0.905,False,,False,,,receptor,extracellular vestibule,1.35x35;1.39x39;2.60x60;2.63x63;3.25x25;3.26x26;3.27x27;3.28x28;3.29x29;3.30x30;3.31x31;3.32x32;3.33x33;3.34x34;3.37x37;4.57x57;4.58x58;4.61x61;45.50x50;45.51x51;45.52x52;5.32x33;5.35x36;5.39x40;6.51x51;7.32x31;7.35x34;7.36x35;7.39x38,available_detected_pocket,,1.1
Gq_8EJC,Free fatty acid receptor 1,Gq,8.0,81.0,0.884,False,,False,,,receptor,intracellular/transducer interface,2.38x38;2.39x39;2.42x42;3.41x41;3.42x42;3.44x44;3.45x45;3.46x46;3.48x48;3.49x49;34.53x53;4.38x38;4.41x41;4.42x42;4.43x43;4.45x45;4.46x46;4.48x48;4.49x49,available_detected_pocket,,1.1
Gq_8EJC,Free fatty acid receptor 1,Gq,0.0,77.0,0.885,False,,False,,,interface,intracellular/transducer interface,6.29x30,available_detected_pocket,,1.1
Gq_8EJC,Free fatty acid receptor 1,Gq,7.0,65.0,0.882,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gq_8EJC,Free fatty acid receptor 1,Gq,3.0,64.0,0.899,False,,False,,,interface,intracellular/transducer interface,3.54x54;3.55x55;3.56x56;34.50x50;34.51x51,available_detected_pocket,,1.1
Gq_8EJC,Free fatty acid receptor 1,Gq,10.0,12.0,0.86,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gq_8EJC,Free fatty acid receptor 1,Gq,9.0,10.0,0.865,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gq_8EJC,Free fatty acid receptor 1,Gq,4.0,5.0,0.865,False,,False,,,receptor,membrane-facing,7.48x48;7.49x49;7.50x50;7.51x51;7.52x52;7.53x53;7.54x54,available_detected_pocket,,1.1
Gq_8F7X,Nociceptin receptor,Gq,1.0,696.0,0.939,False,False,True,True,0.91,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gq_8F7X,Nociceptin receptor,Gq,7.0,601.0,0.91,False,False,True,True,0.91,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gq_8F7X,Nociceptin receptor,Gq,6.0,316.0,0.923,False,False,True,True,0.91,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gq_8F7X,Nociceptin receptor,Gq,3.0,125.0,0.897,False,False,True,True,0.91,interface,intracellular/transducer interface,6.23x23;6.25x25;6.26x26;6.27x27;6.29x29,available_detected_pocket,,1.1
Gq_8F7X,Nociceptin receptor,Gq,8.0,107.0,0.91,True,True,True,True,0.91,other,orthosteric,3.32x32;3.33x33;45.51x51;45.52x52;6.51x51;6.55x55;6.58x58;7.35x34,available_detected_pocket,,1.1
Gq_8F7X,Nociceptin receptor,Gq,9.0,86.0,0.93,False,False,True,True,0.91,receptor,intracellular/transducer interface,5.51x51;5.54x54;5.55x55;5.56x56;5.58x58;5.59x59;5.62x62;6.37x37;6.38x38;6.41x41,available_detected_pocket,,1.1
Gq_8F7X,Nociceptin receptor,Gq,11.0,52.0,0.882,False,False,True,True,0.91,receptor,intracellular/transducer interface,2.42x42;3.44x44;3.45x45;3.48x48;3.49x49;3.52x52;4.45x45,available_detected_pocket,,1.1
Gq_8F7X,Nociceptin receptor,Gq,10.0,36.0,0.885,False,False,True,True,0.91,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gq_8F7X,Nociceptin receptor,Gq,2.0,35.0,0.903,True,True,True,True,0.91,receptor,orthosteric,2.49x49;2.50x50;2.53x53;2.54x54;2.56x56;3.35x35;3.36x36;3.39x39;3.40x40;6.48x48;7.39x38;7.42x41;7.43x42;7.45x45;7.46x46,available_detected_pocket,,1.1
Gq_8F7X,Nociceptin receptor,Gq,5.0,27.0,0.875,False,False,True,True,0.91,receptor,intracellular/transducer interface,1.57x57;2.37x37;2.40x40;2.41x41;2.42x42;2.44x44;4.43x43,available_detected_pocket,,1.1
Gq_8F7X,Nociceptin receptor,Gq,0.0,25.0,0.885,False,False,True,True,0.91,receptor,extracellular vestibule,1.30x30;1.31x31;1.32x32;1.33x33;1.34x34;1.35x35;1.36x36;2.64x64,available_detected_pocket,,1.1
Gq_8F7X,Nociceptin receptor,Gq,4.0,16.0,0.88,False,False,True,True,0.91,interface,intracellular/transducer interface,2.37x37;2.39x39;8.49x49,available_detected_pocket,,1.1
Gq_8H0P,Neuromedin-B receptor,Gq,5.0,783.0,0.944,False,False,True,True,0.889,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gq_8H0P,Neuromedin-B receptor,Gq,11.0,243.0,0.908,False,False,True,True,0.889,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gq_8H0P,Neuromedin-B receptor,Gq,1.0,203.0,0.91,False,False,True,True,0.889,other,other,5.67x67;5.68x68;6.26x26;6.27x27;6.30x30,available_detected_pocket,,1.1
Gq_8H0P,Neuromedin-B receptor,Gq,4.0,148.0,0.907,False,False,True,True,0.889,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gq_8H0P,Neuromedin-B receptor,Gq,2.0,143.0,0.923,False,False,True,True,0.889,receptor,membrane-facing,2.43x43;2.46x46;2.50x50;3.39x39;3.40x40;3.43x43;3.46x46;3.50x50;5.54x54;5.58x58;6.39x39;6.40x40;6.43x43;6.44x44;6.48x48;7.45x45;7.48x48;7.49x49;7.50x50;7.52x52;7.53x53,available_detected_pocket,,1.1
Gq_8H0P,Neuromedin-B receptor,Gq,6.0,78.0,0.889,True,True,True,True,0.889,receptor,orthosteric,45.51x51;45.52x52;6.55x55;6.57x57;6.58x58;6.59x59;6.60x60;6.61x61,available_detected_pocket,,1.1
Gq_8H0P,Neuromedin-B receptor,Gq,9.0,70.0,0.892,False,False,True,True,0.889,receptor,intracellular/transducer interface,2.42x42;3.49x49;3.52x52;4.38x38;4.41x41;4.42x42;4.45x45,available_detected_pocket,,1.1
Gq_8H0P,Neuromedin-B receptor,Gq,8.0,35.0,0.869,False,False,True,True,0.889,other,other,,available_detected_pocket,,1.1
Gq_8H0P,Neuromedin-B receptor,Gq,0.0,30.0,0.879,False,False,True,True,0.889,other,other,6.29x29;6.32x32;6.33x33;6.36x36;7.55x55;7.56x56,available_detected_pocket,,1.1
Gq_8H0P,Neuromedin-B receptor,Gq,3.0,20.0,0.874,True,True,True,True,0.889,receptor,orthosteric,2.61x60;2.62x61;2.65x64;2.66x65,available_detected_pocket,,1.1
Gq_8H0P,Neuromedin-B receptor,Gq,7.0,4.0,0.855,False,False,True,True,0.889,other,other,,available_detected_pocket,,1.1
Gq_8H0P,Neuromedin-B receptor,Gq,10.0,4.0,0.857,False,False,True,True,0.889,unknown,other,,available_detected_pocket,,1.1
Gq_8HCQ,Endothelin receptor type B,Gq,6.0,267.0,0.877,False,False,True,True,0.86,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gq_8HCQ,Endothelin receptor type B,Gq,3.0,136.0,0.897,False,False,True,True,0.86,interface,intracellular/transducer interface,6.26x26;6.30x30,available_detected_pocket,,1.1
Gq_8HCQ,Endothelin receptor type B,Gq,5.0,104.0,0.908,False,False,True,True,0.86,receptor,membrane-facing,2.43x43;2.46x46;2.50x50;3.39x39;3.40x40;3.43x43;3.50x50;5.51x51;6.40x40;6.41x41;6.43x43;6.44x44;6.45x45;6.48x48;7.45x45;7.49x49;7.53x53;7.56x56,available_detected_pocket,,1.1
Gq_8HCQ,Endothelin receptor type B,Gq,0.0,26.0,0.87,False,False,True,True,0.86,receptor,intracellular/transducer interface,2.38x38;2.39x39;2.42x42;3.49x49;3.52x52;4.39x39;4.42x42,available_detected_pocket,,1.1
Gq_8HCQ,Endothelin receptor type B,Gq,7.0,24.0,0.873,False,False,True,True,0.86,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gq_8HCQ,Endothelin receptor type B,Gq,4.0,14.0,0.864,False,False,True,True,0.86,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gq_8HCQ,Endothelin receptor type B,Gq,2.0,6.0,0.86,True,True,True,True,0.86,other,orthosteric,5.35x36;5.39x40;6.59x59,available_detected_pocket,,1.1
Gq_8HCQ,Endothelin receptor type B,Gq,1.0,3.0,0.856,False,False,True,True,0.86,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gq_8HCX,Endothelin receptor type B,Gq,3.0,317.0,0.916,False,False,True,True,0.867,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gq_8HCX,Endothelin receptor type B,Gq,2.0,149.0,0.886,False,False,True,True,0.867,interface,intracellular/transducer interface,12.49x49;12.50x50;12.51x51;12.52x52;2.38x38;2.39x39;2.40x40;2.41x41;2.42x42;3.41x41;3.45x45;3.46x46;3.49x49;4.39x39;4.40x40;4.41x41;4.42x42;4.43x43;4.45x45;4.46x46;4.49x49;8.49x49;8.50x50,available_detected_pocket,,1.1
Gq_8HCX,Endothelin receptor type B,Gq,6.0,147.0,0.928,False,False,True,True,0.867,receptor,membrane-facing,2.46x46;3.39x39;3.40x40;3.43x43;3.50x50;5.50x50;5.51x51;5.54x54;5.58x58;6.37x37;6.39x39;6.40x40;6.41x41;6.42x42;6.43x43;6.44x44;6.45x45;6.47x47;6.48x48;7.45x45;7.46x46;7.48x48;7.49x49;7.52x52;7.53x53,available_detected_pocket,,1.1
Gq_8HCX,Endothelin receptor type B,Gq,7.0,116.0,0.885,False,False,True,True,0.867,interface,intracellular/transducer interface,6.28x28;6.29x29;6.30x30;6.32x32;6.33x33;6.36x36,available_detected_pocket,,1.1
Gq_8HCX,Endothelin receptor type B,Gq,0.0,40.0,0.878,False,False,True,True,0.867,interface,intracellular/transducer interface,3.53x53;3.54x54;3.55x55;3.56x56;5.64x64,available_detected_pocket,,1.1
Gq_8HCX,Endothelin receptor type B,Gq,1.0,29.0,0.873,False,False,True,True,0.867,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gq_8HCX,Endothelin receptor type B,Gq,9.0,25.0,0.869,False,False,True,True,0.867,receptor,membrane-facing,1.45x45;7.51x51,available_detected_pocket,,1.1
Gq_8HCX,Endothelin receptor type B,Gq,5.0,23.0,0.867,True,True,True,True,0.867,other,orthosteric,45.50x50;45.51x51;45.52x52;6.55x55;6.58x58,available_detected_pocket,,1.1
Gq_8HCX,Endothelin receptor type B,Gq,4.0,4.0,0.86,False,False,True,True,0.867,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gq_8HCX,Endothelin receptor type B,Gq,8.0,4.0,0.865,False,False,True,True,0.867,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gq_8IBV,Motilin receptor,Gq,0.0,1569.0,0.928,False,,False,,,interface,intracellular/transducer interface,12.48x48;12.49x49;12.50x50;12.51x51;2.37x37;2.38x38;2.39x39;2.40x40;2.41x41;2.42x42;3.48x48;3.49x49;3.52x52;4.38x38;4.39x39;4.40x40;4.41x41;4.42x42;4.43x43;6.29x29;6.30x30;6.32x32;6.33x33;6.36x36;8.48x48;8.49x49;8.51x51,available_detected_pocket,,1.1
Gq_8IBV,Motilin receptor,Gq,4.0,426.0,0.897,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gq_8IBV,Motilin receptor,Gq,3.0,316.0,0.918,False,,False,,,receptor,membrane-facing,2.56x56;2.59x59;2.60x60;2.63x63;3.24x24;3.25x25;3.26x26;3.27x27;3.28x28;3.29x29;3.30x30;3.31x31;3.32x32;3.33x33;45.50x50;45.51x51;45.52x52;5.33x34;5.36x37;6.58x58;6.61x61;7.42x41;7.43x42,available_detected_pocket,,1.1
Gq_8IBV,Motilin receptor,Gq,7.0,76.0,0.878,False,,False,,,receptor,membrane-facing,5.55x55;5.58x58;5.59x59;5.62x62;5.65x65;5.66x66;6.30x30;6.31x31;6.32x32;6.33x33;6.34x34;6.35x35;6.37x37;6.38x38;6.41x41;6.45x45,available_detected_pocket,,1.1
Gq_8IBV,Motilin receptor,Gq,5.0,64.0,0.891,False,,False,,,receptor,membrane-facing,3.50x50;5.58x58;6.36x36;6.37x37;6.40x40;6.41x41;7.51x51;7.52x52;7.53x53;7.54x54,available_detected_pocket,,1.1
Gq_8IBV,Motilin receptor,Gq,6.0,57.0,0.868,False,,False,,,interface,intracellular/transducer interface,3.52x52;3.54x54;3.55x55;5.64x64,available_detected_pocket,,1.1
Gq_8IBV,Motilin receptor,Gq,1.0,20.0,0.868,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gq_8IBV,Motilin receptor,Gq,2.0,18.0,0.878,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gq_8IBV,Motilin receptor,Gq,8.0,14.0,0.862,False,,False,,,receptor,intracellular/transducer interface,,available_detected_pocket,,1.1
Gq_8IUK,Prostaglandin F2-alpha receptor,Gq,3.0,926.0,0.927,False,,False,,,other,other,1.63x63;1.64x64;1.65x65;2.37x37;34.53x53;34.54x54;34.55x55;4.38x38;4.39x39;4.40x40,available_detected_pocket,,1.1
Gq_8IUK,Prostaglandin F2-alpha receptor,Gq,0.0,745.0,0.944,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gq_8IUK,Prostaglandin F2-alpha receptor,Gq,2.0,300.0,0.948,False,,False,,,receptor,extracellular vestibule,1.38x38;1.39x39;1.40x40;1.41x41;1.42x42;1.43x43;2.50x50;2.54x54;2.65x65;3.32x32;3.35x35;3.36x36;45.51x51;5.41x41;6.48x48;6.51x51;7.35x34;7.36x35;7.38x37;7.39x38;7.40x39;7.41x40;7.42x41;7.43x42;7.44x43;7.45x45;7.46x46;7.47x47,available_detected_pocket,,1.1
Gq_8IUK,Prostaglandin F2-alpha receptor,Gq,6.0,294.0,0.919,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gq_8IUK,Prostaglandin F2-alpha receptor,Gq,8.0,234.0,0.89,False,,False,,,other,other,3.55x55;3.56x56;34.50x50;34.52x52;5.66x66;5.67x67;5.70x70;6.30x30,available_detected_pocket,,1.1
Gq_8IUK,Prostaglandin F2-alpha receptor,Gq,5.0,101.0,0.947,False,,False,,,receptor,membrane-facing,2.46x46;3.36x36;3.39x39;3.40x40;3.41x41;3.42x42;3.43x43;3.44x44;3.47x47;3.50x50;5.48x48;5.49x49;5.52x52;5.53x53;5.56x56;6.40x40;6.43x43;6.44x44;6.48x48;7.45x45;7.46x46;7.49x49;7.53x53,available_detected_pocket,,1.1
Gq_8IUK,Prostaglandin F2-alpha receptor,Gq,9.0,45.0,0.885,False,,False,,,receptor,membrane-facing,5.53x53;5.54x54;5.56x56;5.57x57;5.58x58;5.59x59;5.60x60;5.61x61;5.62x62;6.41x41,available_detected_pocket,,1.1
Gq_8IUK,Prostaglandin F2-alpha receptor,Gq,7.0,28.0,0.876,False,,False,,,other,other,6.30x30;6.32x32;8.47x47;8.48x48,available_detected_pocket,,1.1
Gq_8IUK,Prostaglandin F2-alpha receptor,Gq,10.0,15.0,0.864,False,,False,,,receptor,intracellular/transducer interface,,available_detected_pocket,,1.1
Gq_8IUK,Prostaglandin F2-alpha receptor,Gq,4.0,9.0,0.868,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gq_8IUK,Prostaglandin F2-alpha receptor,Gq,1.0,6.0,0.859,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gq_8IYS,Free fatty acid receptor 4,Gq,5.0,860.0,0.907,False,,False,,,interface,intracellular/transducer interface,1.53x53;1.57x57;1.60x60;2.38x38;2.39x39;2.40x40;2.41x41;2.43x43;2.44x44;2.46x46;2.47x47;2.50x50;3.39x39;3.40x40;3.43x43;3.46x46;3.49x49;3.50x50;3.52x52;3.53x53;3.54x54;3.55x55;3.56x56;3.57x57;3.58x58;3.59x59;3.60x60;4.42x42;5.58x58;6.40x41;6.43x44;6.44x45;6.47x47;6.48x48;7.45x45;7.46x46;7.49x49;7.50x50;7.52x52;7.53x53;7.54x54,available_detected_pocket,,1.1
Gq_8IYS,Free fatty acid receptor 4,Gq,1.0,815.0,0.938,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
Gq_8IYS,Free fatty acid receptor 4,Gq,4.0,697.0,0.942,False,,False,,,g_protein,intracellular/transducer interface,,available_detected_pocket,,1.1
