system_id,g_protein_family,g_protein_family_label,interface,mean,ci_lo,ci_hi,n_replicas,replica_1,replica_2,replica_3,unit
Gi_8IRU,Gi,Gi/o,TM5-TM6,0.305,0.275,0.33,3,0.31,0.33,0.275,fraction
Gi_8IRU,Gi,Gi/o,TM6-TM7,0.013,0.0,0.03,3,0.0,0.01,0.03,fraction
Gi_8IRU,Gi,Gi/o,TM7-TM1,0.99,0.985,0.995,3,0.985,0.99,0.995,fraction
Gi_8IU2,Gi,Gi/o,TM1-TM2,0.092,0.02,0.165,3,0.02,0.165,0.09,fraction
Gi_8IU2,Gi,Gi/o,TM2-TM3,0.005,0.0,0.01,3,0.005,0.0,0.01,fraction
Gi_8IU2,Gi,Gi/o,TM3-TM4,0.38,0.19,0.7,3,0.19,0.25,0.7,fraction
Gi_8IU2,Gi,Gi/o,TM4-TM5,0.198,0.01,0.57,3,0.01,0.015,0.57,fraction
Gi_8IU2,Gi,Gi/o,TM5-TM6,0.27,0.205,0.32,3,0.285,0.205,0.32,fraction
Gi_8IU2,Gi,Gi/o,TM6-TM7,0.13,0.035,0.27,3,0.27,0.085,0.035,fraction
Gi_8IU2,Gi,Gi/o,TM7-TM1,0.372,0.265,0.46,3,0.39,0.46,0.265,fraction
Gi_8IY5,Gi,Gi/o,TM1-TM2,0.158,0.065,0.285,3,0.285,0.125,0.065,fraction
Gi_8IY5,Gi,Gi/o,TM2-TM3,0.002,0.0,0.005,3,0.0,0.0,0.005,fraction
Gi_8IY5,Gi,Gi/o,TM3-TM4,0.66,0.635,0.705,3,0.635,0.64,0.705,fraction
Gi_8IY5,Gi,Gi/o,TM4-TM5,0.417,0.36,0.52,3,0.37,0.52,0.36,fraction
Gi_8IY5,Gi,Gi/o,TM5-TM6,0.083,0.005,0.21,3,0.005,0.035,0.21,fraction
Gi_8IY5,Gi,Gi/o,TM6-TM7,0.105,0.015,0.215,3,0.085,0.015,0.215,fraction
Gi_8IY5,Gi,Gi/o,TM7-TM1,0.74,0.685,0.805,3,0.805,0.73,0.685,fraction
Gi_8J18,Gi,Gi/o,TM1-TM2,0.02,0.0,0.045,3,0.015,0.045,0.0,fraction
Gi_8J18,Gi,Gi/o,TM2-TM3,0.007,0.0,0.015,3,0.005,0.0,0.015,fraction
Gi_8J18,Gi,Gi/o,TM3-TM4,0.707,0.66,0.77,3,0.69,0.77,0.66,fraction
Gi_8J18,Gi,Gi/o,TM4-TM5,0.223,0.19,0.27,3,0.21,0.27,0.19,fraction
Gi_8J18,Gi,Gi/o,TM5-TM6,0.033,0.015,0.045,3,0.015,0.04,0.045,fraction
Gi_8J18,Gi,Gi/o,TM6-TM7,0.015,0.01,0.025,3,0.01,0.025,0.01,fraction
Gi_8J18,Gi,Gi/o,TM7-TM1,0.415,0.28,0.5,3,0.28,0.5,0.465,fraction
Gi_8J21,Gi,Gi/o,TM1-TM2,0.085,0.0,0.255,3,0.255,0.0,0.0,fraction
Gi_8J21,Gi,Gi/o,TM2-TM3,0.09,0.03,0.135,3,0.135,0.03,0.105,fraction
Gi_8J21,Gi,Gi/o,TM3-TM4,0.277,0.235,0.325,3,0.235,0.325,0.27,fraction
Gi_8J21,Gi,Gi/o,TM4-TM5,0.125,0.085,0.185,3,0.185,0.105,0.085,fraction
Gi_8J21,Gi,Gi/o,TM5-TM6,0.027,0.005,0.04,3,0.005,0.035,0.04,fraction
Gi_8J21,Gi,Gi/o,TM6-TM7,0.058,0.0,0.12,3,0.0,0.055,0.12,fraction
Gi_8J21,Gi,Gi/o,TM7-TM1,0.358,0.175,0.535,3,0.175,0.365,0.535,fraction
Gi_8J6D,Gi,Gi/o,TM1-TM2,0.005,0.0,0.01,3,0.005,0.01,0.0,fraction
Gi_8J6D,Gi,Gi/o,TM2-TM3,0.002,0.0,0.005,3,0.0,0.0,0.005,fraction
Gi_8J6D,Gi,Gi/o,TM3-TM4,0.33,0.235,0.385,3,0.37,0.385,0.235,fraction
Gi_8J6D,Gi,Gi/o,TM4-TM5,0.123,0.07,0.17,3,0.13,0.17,0.07,fraction
Gi_8J6D,Gi,Gi/o,TM5-TM6,0.052,0.03,0.085,3,0.04,0.085,0.03,fraction
Gi_8J6D,Gi,Gi/o,TM6-TM7,0.02,0.005,0.035,3,0.02,0.005,0.035,fraction
Gi_8J6D,Gi,Gi/o,TM7-TM1,0.547,0.455,0.7,3,0.7,0.455,0.485,fraction
Gi_8JZZ,Gi,Gi/o,TM1-TM2,0.213,0.17,0.255,3,0.255,0.215,0.17,fraction
Gi_8JZZ,Gi,Gi/o,TM2-TM3,0.033,0.005,0.055,3,0.04,0.005,0.055,fraction
Gi_8JZZ,Gi,Gi/o,TM3-TM4,0.348,0.135,0.48,3,0.43,0.135,0.48,fraction
Gi_8JZZ,Gi,Gi/o,TM4-TM5,0.183,0.06,0.335,3,0.335,0.06,0.155,fraction
Gi_8JZZ,Gi,Gi/o,TM5-TM6,0.323,0.01,0.74,3,0.22,0.74,0.01,fraction
Gi_8JZZ,Gi,Gi/o,TM6-TM7,0.212,0.06,0.31,3,0.31,0.06,0.265,fraction
Gi_8JZZ,Gi,Gi/o,TM7-TM1,0.7,0.455,0.89,3,0.755,0.89,0.455,fraction
Gi_8K3Z,Gi,Gi/o,TM1-TM2,0.097,0.06,0.15,3,0.06,0.15,0.08,fraction
Gi_8K3Z,Gi,Gi/o,TM2-TM3,0.01,0.0,0.02,3,0.02,0.0,0.01,fraction
Gi_8K3Z,Gi,Gi/o,TM3-TM4,0.712,0.67,0.74,3,0.67,0.725,0.74,fraction
Gi_8K3Z,Gi,Gi/o,TM4-TM5,0.425,0.385,0.475,3,0.385,0.415,0.475,fraction
Gi_8K3Z,Gi,Gi/o,TM5-TM6,0.038,0.005,0.1,3,0.005,0.1,0.01,fraction
Gi_8K3Z,Gi,Gi/o,TM6-TM7,0.025,0.0,0.05,3,0.05,0.0,0.025,fraction
Gi_8K3Z,Gi,Gi/o,TM7-TM1,0.157,0.065,0.245,3,0.245,0.065,0.16,fraction
Gi_8K6O,Gi,Gi/o,TM1-TM2,0.183,0.17,0.19,3,0.19,0.17,0.19,fraction
Gi_8K6O,Gi,Gi/o,TM2-TM3,0.01,0.0,0.015,3,0.015,0.0,0.015,fraction
Gi_8K6O,Gi,Gi/o,TM3-TM4,0.718,0.645,0.755,3,0.755,0.645,0.755,fraction
Gi_8K6O,Gi,Gi/o,TM4-TM5,0.138,0.115,0.15,3,0.15,0.115,0.15,fraction
Gi_8K6O,Gi,Gi/o,TM5-TM6,0.012,0.005,0.015,3,0.015,0.005,0.015,fraction
Gi_8K6O,Gi,Gi/o,TM6-TM7,0.022,0.015,0.025,3,0.025,0.015,0.025,fraction
Gi_8K6O,Gi,Gi/o,TM7-TM1,0.828,0.785,0.85,3,0.85,0.785,0.85,fraction
Gi_8KFX,Gi,Gi/o,TM1-TM2,0.035,0.02,0.065,3,0.065,0.02,0.02,fraction
Gi_8KFX,Gi,Gi/o,TM2-TM3,0.0,0.0,0.0,3,0.0,0.0,0.0,fraction
Gi_8KFX,Gi,Gi/o,TM3-TM4,0.747,0.545,0.93,3,0.545,0.765,0.93,fraction
Gi_8KFX,Gi,Gi/o,TM4-TM5,0.598,0.27,0.775,3,0.27,0.75,0.775,fraction
Gi_8KFX,Gi,Gi/o,TM5-TM6,0.177,0.01,0.32,3,0.32,0.01,0.2,fraction
Gi_8KFX,Gi,Gi/o,TM6-TM7,0.29,0.275,0.32,3,0.32,0.275,0.275,fraction
Gi_8KFX,Gi,Gi/o,TM7-TM1,0.54,0.45,0.675,3,0.495,0.675,0.45,fraction
Gi_8PJK,Gi,Gi/o,TM1-TM2,0.507,0.345,0.635,3,0.54,0.635,0.345,fraction
Gi_8PJK,Gi,Gi/o,TM2-TM3,0.03,0.005,0.08,3,0.005,0.08,0.005,fraction
Gi_8PJK,Gi,Gi/o,TM3-TM4,0.34,0.245,0.44,3,0.335,0.245,0.44,fraction
Gi_8PJK,Gi,Gi/o,TM4-TM5,0.035,0.015,0.05,3,0.04,0.015,0.05,fraction
Gi_8PJK,Gi,Gi/o,TM5-TM6,0.435,0.365,0.485,3,0.485,0.365,0.455,fraction
Gi_8PJK,Gi,Gi/o,TM6-TM7,0.167,0.03,0.425,3,0.045,0.425,0.03,fraction
Gi_8PJK,Gi,Gi/o,TM7-TM1,0.922,0.905,0.93,3,0.93,0.93,0.905,fraction
Gi_8UGY,Gi,Gi/o,TM1-TM2,0.08,0.055,0.12,3,0.065,0.12,0.055,fraction
Gi_8UGY,Gi,Gi/o,TM2-TM3,0.0,0.0,0.0,3,0.0,0.0,0.0,fraction
Gi_8UGY,Gi,Gi/o,TM3-TM4,0.438,0.38,0.51,3,0.51,0.425,0.38,fraction
Gi_8UGY,Gi,Gi/o,TM4-TM5,0.032,0.02,0.04,3,0.04,0.035,0.02,fraction
Gi_8UGY,Gi,Gi/o,TM5-TM6,0.007,0.0,0.02,3,0.02,0.0,0.0,fraction
Gi_8UGY,Gi,Gi/o,TM6-TM7,0.005,0.005,0.005,3,0.005,0.005,0.005,fraction
Gi_8UGY,Gi,Gi/o,TM7-TM1,0.417,0.395,0.435,3,0.395,0.42,0.435,fraction
Gi_8WWH,Gi,Gi/o,TM1-TM2,0.467,0.35,0.56,3,0.56,0.35,0.49,fraction
Gi_8WWH,Gi,Gi/o,TM2-TM3,0.09,0.02,0.165,3,0.165,0.085,0.02,fraction
Gi_8WWH,Gi,Gi/o,TM3-TM4,0.345,0.28,0.435,3,0.28,0.32,0.435,fraction
Gi_8WWH,Gi,Gi/o,TM4-TM5,0.1,0.07,0.14,3,0.07,0.09,0.14,fraction
Gi_8WWH,Gi,Gi/o,TM5-TM6,0.01,0.01,0.01,3,0.01,0.01,0.01,fraction
Gi_8WWH,Gi,Gi/o,TM6-TM7,0.425,0.23,0.595,3,0.23,0.45,0.595,fraction
Gi_8WWH,Gi,Gi/o,TM7-TM1,0.262,0.135,0.42,3,0.42,0.23,0.135,fraction
Gi_8X8L,Gi,Gi/o,TM1-TM2,0.155,0.005,0.265,3,0.005,0.265,0.195,fraction
Gi_8X8L,Gi,Gi/o,TM2-TM3,0.015,0.005,0.035,3,0.035,0.005,0.005,fraction
Gi_8X8L,Gi,Gi/o,TM3-TM4,0.498,0.37,0.595,3,0.37,0.53,0.595,fraction
Gi_8X8L,Gi,Gi/o,TM4-TM5,0.02,0.01,0.03,3,0.02,0.01,0.03,fraction
Gi_8X8L,Gi,Gi/o,TM5-TM6,0.177,0.025,0.34,3,0.34,0.165,0.025,fraction
Gi_8X8L,Gi,Gi/o,TM6-TM7,0.02,0.015,0.025,3,0.02,0.015,0.025,fraction
Gi_8X8L,Gi,Gi/o,TM7-TM1,0.577,0.525,0.605,3,0.525,0.605,0.6,fraction
Gi_8XGM,Gi,Gi/o,TM1-TM2,0.005,0.0,0.01,3,0.01,0.005,0.0,fraction
Gi_8XGM,Gi,Gi/o,TM2-TM3,0.0,0.0,0.0,3,0.0,0.0,0.0,fraction
Gi_8XGM,Gi,Gi/o,TM3-TM4,0.413,0.33,0.51,3,0.33,0.51,0.4,fraction
Gi_8XGM,Gi,Gi/o,TM4-TM5,0.21,0.165,0.29,3,0.175,0.29,0.165,fraction
Gi_8XGM,Gi,Gi/o,TM5-TM6,0.127,0.09,0.15,3,0.09,0.14,0.15,fraction
Gi_8XGM,Gi,Gi/o,TM6-TM7,0.028,0.0,0.075,3,0.075,0.0,0.01,fraction
Gi_8XGM,Gi,Gi/o,TM7-TM1,0.515,0.425,0.65,3,0.65,0.47,0.425,fraction
Gi_8XIP,Gi,Gi/o,TM1-TM2,0.05,0.03,0.075,3,0.075,0.045,0.03,fraction
Gi_8XIP,Gi,Gi/o,TM2-TM3,0.145,0.02,0.315,3,0.1,0.315,0.02,fraction
Gi_8XIP,Gi,Gi/o,TM3-TM4,0.393,0.285,0.45,3,0.285,0.445,0.45,fraction
Gi_8XIP,Gi,Gi/o,TM4-TM5,0.022,0.01,0.045,3,0.01,0.01,0.045,fraction
Gi_8XIP,Gi,Gi/o,TM5-TM6,0.217,0.065,0.495,3,0.065,0.09,0.495,fraction
Gi_8XIP,Gi,Gi/o,TM6-TM7,0.202,0.12,0.285,3,0.2,0.12,0.285,fraction
Gi_8XIP,Gi,Gi/o,TM7-TM1,0.738,0.61,0.85,3,0.85,0.755,0.61,fraction
Gi_8XIQ,Gi,Gi/o,TM1-TM2,0.255,0.2,0.36,3,0.36,0.2,0.205,fraction
Gi_8XIQ,Gi,Gi/o,TM2-TM3,0.062,0.02,0.135,3,0.03,0.135,0.02,fraction
Gi_8XIQ,Gi,Gi/o,TM3-TM4,0.56,0.54,0.585,3,0.585,0.555,0.54,fraction
Gi_8XIQ,Gi,Gi/o,TM4-TM5,0.115,0.06,0.175,3,0.175,0.06,0.11,fraction
Gi_8XIQ,Gi,Gi/o,TM5-TM6,0.262,0.24,0.3,3,0.3,0.24,0.245,fraction
Gi_8XIQ,Gi,Gi/o,TM6-TM7,0.295,0.155,0.395,3,0.335,0.395,0.155,fraction
Gi_8XIQ,Gi,Gi/o,TM7-TM1,0.622,0.57,0.715,3,0.58,0.57,0.715,fraction
Gi_8XXU,Gi,Gi/o,TM1-TM2,0.312,0.12,0.52,3,0.295,0.52,0.12,fraction
Gi_8XXU,Gi,Gi/o,TM2-TM3,0.123,0.05,0.16,3,0.16,0.05,0.16,fraction
Gi_8XXU,Gi,Gi/o,TM3-TM4,0.63,0.51,0.865,3,0.865,0.515,0.51,fraction
Gi_8XXU,Gi,Gi/o,TM4-TM5,0.188,0.145,0.265,3,0.155,0.145,0.265,fraction
Gi_8XXU,Gi,Gi/o,TM5-TM6,0.1,0.045,0.19,3,0.19,0.045,0.065,fraction
Gi_8XXU,Gi,Gi/o,TM6-TM7,0.178,0.015,0.5,3,0.5,0.015,0.02,fraction
Gi_8XXU,Gi,Gi/o,TM7-TM1,0.877,0.78,0.935,3,0.915,0.935,0.78,fraction
Gi_8XYD,Gi,Gi/o,TM1-TM2,0.065,0.0,0.135,3,0.0,0.06,0.135,fraction
Gi_8XYD,Gi,Gi/o,TM2-TM3,0.0,0.0,0.0,3,0.0,0.0,0.0,fraction
Gi_8XYD,Gi,Gi/o,TM3-TM4,0.648,0.575,0.73,3,0.575,0.64,0.73,fraction
Gi_8XYD,Gi,Gi/o,TM4-TM5,0.467,0.275,0.7,3,0.7,0.425,0.275,fraction
Gi_8XYD,Gi,Gi/o,TM5-TM6,0.475,0.225,0.73,3,0.73,0.47,0.225,fraction
Gi_8XYD,Gi,Gi/o,TM6-TM7,0.15,0.015,0.325,3,0.325,0.11,0.015,fraction
Gi_8XYD,Gi,Gi/o,TM7-TM1,0.137,0.1,0.175,3,0.1,0.135,0.175,fraction
Gi_8XZI,Gi,Gi/o,TM1-TM2,0.278,0.11,0.48,3,0.48,0.245,0.11,fraction
Gi_8XZI,Gi,Gi/o,TM2-TM3,0.002,0.0,0.005,3,0.005,0.0,0.0,fraction
Gi_8XZI,Gi,Gi/o,TM3-TM4,0.518,0.415,0.61,3,0.53,0.61,0.415,fraction
Gi_8XZI,Gi,Gi/o,TM4-TM5,0.118,0.105,0.14,3,0.105,0.14,0.11,fraction
Gi_8XZI,Gi,Gi/o,TM5-TM6,0.212,0.155,0.285,3,0.155,0.195,0.285,fraction
Gi_8XZI,Gi,Gi/o,TM6-TM7,0.063,0.01,0.1,3,0.01,0.08,0.1,fraction
Gi_8XZI,Gi,Gi/o,TM7-TM1,0.528,0.415,0.61,3,0.415,0.56,0.61,fraction
Gi_8YIC,Gi,Gi/o,TM1-TM2,0.584,0.532,0.687,3,0.532,0.532,0.687,fraction
Gi_8YIC,Gi,Gi/o,TM2-TM3,0.018,0.005,0.035,3,0.005,0.015,0.035,fraction
Gi_8YIC,Gi,Gi/o,TM3-TM4,0.363,0.289,0.502,3,0.299,0.502,0.289,fraction
Gi_8YIC,Gi,Gi/o,TM4-TM5,0.076,0.01,0.114,3,0.01,0.114,0.104,fraction
Gi_8YIC,Gi,Gi/o,TM5-TM6,0.07,0.05,0.109,3,0.05,0.109,0.05,fraction
Gi_8YIC,Gi,Gi/o,TM6-TM7,0.103,0.035,0.164,3,0.035,0.109,0.164,fraction
Gi_8YIC,Gi,Gi/o,TM7-TM1,0.67,0.592,0.766,3,0.592,0.652,0.766,fraction
Gi_8YNA,Gi,Gi/o,TM1-TM2,0.272,0.125,0.395,3,0.295,0.125,0.395,fraction
Gi_8YNA,Gi,Gi/o,TM2-TM3,0.008,0.0,0.02,3,0.02,0.0,0.005,fraction
Gi_8YNA,Gi,Gi/o,TM3-TM4,0.442,0.36,0.5,3,0.5,0.36,0.465,fraction
Gi_8YNA,Gi,Gi/o,TM4-TM5,0.273,0.19,0.36,3,0.36,0.19,0.27,fraction
Gi_8YNA,Gi,Gi/o,TM5-TM6,0.233,0.01,0.585,3,0.01,0.105,0.585,fraction
Gi_8YNA,Gi,Gi/o,TM6-TM7,0.408,0.09,0.865,3,0.27,0.865,0.09,fraction
Gi_8YNA,Gi,Gi/o,TM7-TM1,0.757,0.735,0.77,3,0.735,0.77,0.765,fraction
Gi_8ZQE,Gi,Gi/o,TM1-TM2,0.023,0.015,0.035,3,0.015,0.02,0.035,fraction
Gi_8ZQE,Gi,Gi/o,TM2-TM3,0.0,0.0,0.0,3,0.0,0.0,0.0,fraction
Gi_8ZQE,Gi,Gi/o,TM3-TM4,0.27,0.12,0.405,3,0.285,0.405,0.12,fraction
Gi_8ZQE,Gi,Gi/o,TM4-TM5,0.05,0.035,0.06,3,0.055,0.06,0.035,fraction
Gi_8ZQE,Gi,Gi/o,TM5-TM6,0.107,0.015,0.24,3,0.015,0.24,0.065,fraction
Gi_8ZQE,Gi,Gi/o,TM6-TM7,0.032,0.015,0.055,3,0.015,0.025,0.055,fraction
Gi_8ZQE,Gi,Gi/o,TM7-TM1,0.202,0.135,0.285,3,0.135,0.185,0.285,fraction
Gi_9AST,Gi,Gi/o,TM1-TM2,0.002,0.0,0.005,3,0.0,0.005,0.0,fraction
Gi_9AST,Gi,Gi/o,TM2-TM3,0.005,0.0,0.015,3,0.0,0.015,0.0,fraction
Gi_9AST,Gi,Gi/o,TM3-TM4,0.79,0.7,0.85,3,0.85,0.7,0.82,fraction
Gi_9AST,Gi,Gi/o,TM4-TM5,0.332,0.26,0.385,3,0.385,0.26,0.35,fraction
Gi_9AST,Gi,Gi/o,TM5-TM6,0.017,0.005,0.03,3,0.005,0.03,0.015,fraction
Gi_9AST,Gi,Gi/o,TM6-TM7,0.505,0.365,0.67,3,0.48,0.365,0.67,fraction
Gi_9AST,Gi,Gi/o,TM7-TM1,0.447,0.425,0.48,3,0.48,0.425,0.435,fraction
Gi_9IIX,Gi,Gi/o,TM1-TM2,0.082,0.025,0.125,3,0.095,0.125,0.025,fraction
Gi_9IIX,Gi,Gi/o,TM2-TM3,0.013,0.0,0.03,3,0.0,0.01,0.03,fraction
Gi_9IIX,Gi,Gi/o,TM3-TM4,0.968,0.92,1.0,3,0.92,0.985,1.0,fraction
Gi_9IIX,Gi,Gi/o,TM4-TM5,0.66,0.365,0.905,3,0.365,0.905,0.71,fraction
Gi_9IIX,Gi,Gi/o,TM5-TM6,0.385,0.05,0.91,3,0.195,0.05,0.91,fraction
Gi_9IIX,Gi,Gi/o,TM6-TM7,0.408,0.09,0.76,3,0.09,0.375,0.76,fraction
Gi_9IIX,Gi,Gi/o,TM7-TM1,0.382,0.32,0.425,3,0.425,0.32,0.4,fraction
Gi_9J5V,Gi,Gi/o,TM1-TM2,0.037,0.0,0.1,3,0.01,0.1,0.0,fraction
Gi_9J5V,Gi,Gi/o,TM2-TM3,0.0,0.0,0.0,3,0.0,0.0,0.0,fraction
Gi_9J5V,Gi,Gi/o,TM3-TM4,0.453,0.33,0.645,3,0.645,0.33,0.385,fraction
Gi_9J5V,Gi,Gi/o,TM4-TM5,0.68,0.64,0.755,3,0.755,0.645,0.64,fraction
Gi_9J5V,Gi,Gi/o,TM5-TM6,0.09,0.02,0.165,3,0.165,0.02,0.085,fraction
Gi_9J5V,Gi,Gi/o,TM6-TM7,0.015,0.0,0.045,3,0.0,0.0,0.045,fraction
Gi_9J5V,Gi,Gi/o,TM7-TM1,0.493,0.295,0.775,3,0.41,0.775,0.295,fraction
Gs_3SN6,Gs,Gs,TM1-TM2,0.343,0.315,0.39,3,0.325,0.315,0.39,fraction
Gs_3SN6,Gs,Gs,TM2-TM3,0.012,0.0,0.035,3,0.0,0.035,0.0,fraction
Gs_3SN6,Gs,Gs,TM3-TM4,0.335,0.185,0.485,3,0.335,0.185,0.485,fraction
Gs_3SN6,Gs,Gs,TM4-TM5,0.11,0.015,0.26,3,0.015,0.055,0.26,fraction
Gs_3SN6,Gs,Gs,TM5-TM6,0.155,0.1,0.22,3,0.1,0.145,0.22,fraction
Gs_3SN6,Gs,Gs,TM6-TM7,0.138,0.075,0.225,3,0.075,0.225,0.115,fraction
Gs_3SN6,Gs,Gs,TM7-TM1,0.55,0.485,0.645,3,0.52,0.485,0.645,fraction
Gs_6GDG,Gs,Gs,TM1-TM2,0.253,0.13,0.335,3,0.335,0.295,0.13,fraction
Gs_6GDG,Gs,Gs,TM2-TM3,0.0,0.0,0.0,3,0.0,0.0,0.0,fraction
Gs_6GDG,Gs,Gs,TM3-TM4,0.438,0.365,0.48,3,0.47,0.365,0.48,fraction
Gs_6GDG,Gs,Gs,TM4-TM5,0.008,0.005,0.015,3,0.005,0.005,0.015,fraction
Gs_6GDG,Gs,Gs,TM5-TM6,0.337,0.175,0.425,3,0.41,0.175,0.425,fraction
Gs_6GDG,Gs,Gs,TM6-TM7,0.04,0.04,0.04,3,0.04,0.04,0.04,fraction
Gs_6GDG,Gs,Gs,TM7-TM1,0.767,0.675,0.875,3,0.675,0.875,0.75,fraction
Gs_6LI3,Gs,Gs,TM1-TM2,0.105,0.0,0.28,3,0.28,0.035,0.0,fraction
Gs_6LI3,Gs,Gs,TM2-TM3,0.003,0.0,0.005,3,0.005,0.0,0.005,fraction
Gs_6LI3,Gs,Gs,TM3-TM4,0.67,0.48,0.825,3,0.48,0.705,0.825,fraction
Gs_6LI3,Gs,Gs,TM4-TM5,0.007,0.005,0.01,3,0.01,0.005,0.005,fraction
Gs_6LI3,Gs,Gs,TM5-TM6,0.593,0.47,0.825,3,0.47,0.485,0.825,fraction
Gs_6LI3,Gs,Gs,TM6-TM7,0.173,0.06,0.3,3,0.16,0.3,0.06,fraction
Gs_6LI3,Gs,Gs,TM7-TM1,0.67,0.485,0.89,3,0.89,0.485,0.635,fraction
Gs_6NBI,Gs,Gs,TM1-TM2,0.04,0.015,0.075,3,0.03,0.075,0.015,fraction
Gs_6NBI,Gs,Gs,TM2-TM3,0.0,0.0,0.0,3,0.0,0.0,0.0,fraction
Gs_6NBI,Gs,Gs,TM3-TM4,0.497,0.465,0.53,3,0.465,0.53,0.495,fraction
Gs_6NBI,Gs,Gs,TM4-TM5,0.073,0.0,0.215,3,0.0,0.005,0.215,fraction
Gs_6NBI,Gs,Gs,TM5-TM6,0.01,0.0,0.03,3,0.0,0.0,0.03,fraction
Gs_6NBI,Gs,Gs,TM6-TM7,0.353,0.24,0.545,3,0.24,0.275,0.545,fraction
Gs_6NBI,Gs,Gs,TM7-TM1,0.015,0.005,0.03,3,0.01,0.005,0.03,fraction
Gs_6PB0,Gs,Gs,TM1-TM2,0.002,0.0,0.005,3,0.0,0.005,0.0,fraction
Gs_6PB0,Gs,Gs,TM2-TM3,0.0,0.0,0.0,3,0.0,0.0,0.0,fraction
Gs_6PB0,Gs,Gs,TM3-TM4,0.818,0.72,0.915,3,0.72,0.82,0.915,fraction
Gs_6PB0,Gs,Gs,TM4-TM5,0.115,0.085,0.145,3,0.145,0.115,0.085,fraction
Gs_6PB0,Gs,Gs,TM5-TM6,0.208,0.155,0.285,3,0.185,0.155,0.285,fraction
Gs_6PB0,Gs,Gs,TM6-TM7,0.3,0.3,0.3,3,0.3,0.3,0.3,fraction
Gs_6PB0,Gs,Gs,TM7-TM1,0.0,0.0,0.0,3,0.0,0.0,0.0,fraction
Gs_6PB1,Gs,Gs,TM1-TM2,0.003,0.0,0.005,3,0.005,0.0,0.005,fraction
Gs_6PB1,Gs,Gs,TM2-TM3,0.0,0.0,0.0,3,0.0,0.0,0.0,fraction
Gs_6PB1,Gs,Gs,TM3-TM4,0.245,0.175,0.335,3,0.175,0.335,0.225,fraction
Gs_6PB1,Gs,Gs,TM4-TM5,0.043,0.02,0.08,3,0.02,0.08,0.03,fraction
Gs_6PB1,Gs,Gs,TM5-TM6,0.077,0.04,0.115,3,0.04,0.115,0.075,fraction
Gs_6PB1,Gs,Gs,TM6-TM7,0.372,0.295,0.435,3,0.385,0.435,0.295,fraction
Gs_6PB1,Gs,Gs,TM7-TM1,0.0,0.0,0.0,3,0.0,0.0,0.0,fraction
Gs_6UVA,Gs,Gs,TM1-TM2,0.007,0.0,0.02,3,0.0,0.02,0.0,fraction
Gs_6UVA,Gs,Gs,TM2-TM3,0.0,0.0,0.0,3,0.0,0.0,0.0,fraction
Gs_6UVA,Gs,Gs,TM3-TM4,0.0,0.0,0.0,3,0.0,0.0,0.0,fraction
Gs_6UVA,Gs,Gs,TM4-TM5,0.0,0.0,0.0,3,0.0,0.0,0.0,fraction
Gs_6UVA,Gs,Gs,TM5-TM6,0.185,0.05,0.285,3,0.22,0.05,0.285,fraction
Gs_6UVA,Gs,Gs,TM6-TM7,0.51,0.43,0.555,3,0.43,0.545,0.555,fraction
Gs_6UVA,Gs,Gs,TM7-TM1,0.003,0.0,0.01,3,0.0,0.0,0.01,fraction
Gs_6WZG,Gs,Gs,TM1-TM2,0.007,0.0,0.02,3,0.0,0.02,0.0,fraction
Gs_6WZG,Gs,Gs,TM2-TM3,0.0,0.0,0.0,3,0.0,0.0,0.0,fraction
Gs_6WZG,Gs,Gs,TM3-TM4,0.592,0.415,0.73,3,0.73,0.415,0.63,fraction
Gs_6WZG,Gs,Gs,TM4-TM5,0.568,0.235,0.915,3,0.915,0.235,0.555,fraction
Gs_6WZG,Gs,Gs,TM5-TM6,0.612,0.425,0.845,3,0.845,0.425,0.565,fraction
Gs_6WZG,Gs,Gs,TM6-TM7,0.657,0.44,0.83,3,0.44,0.7,0.83,fraction
Gs_6WZG,Gs,Gs,TM7-TM1,0.003,0.0,0.01,3,0.0,0.0,0.01,fraction
Gs_7CFN,Gs,Gs,TM1-TM2,0.217,0.155,0.27,3,0.155,0.225,0.27,fraction
Gs_7CFN,Gs,Gs,TM2-TM3,0.018,0.015,0.02,3,0.02,0.015,0.02,fraction
Gs_7CFN,Gs,Gs,TM3-TM4,0.448,0.305,0.58,3,0.58,0.46,0.305,fraction
Gs_7CFN,Gs,Gs,TM4-TM5,0.62,0.575,0.655,3,0.63,0.655,0.575,fraction
Gs_7CFN,Gs,Gs,TM5-TM6,0.497,0.385,0.685,3,0.385,0.685,0.42,fraction
Gs_7CFN,Gs,Gs,TM6-TM7,0.265,0.175,0.435,3,0.185,0.435,0.175,fraction
Gs_7CFN,Gs,Gs,TM7-TM1,0.3,0.23,0.365,3,0.365,0.23,0.305,fraction
Gs_7CX2,Gs,Gs,TM1-TM2,0.09,0.015,0.145,3,0.145,0.11,0.015,fraction
Gs_7CX2,Gs,Gs,TM2-TM3,0.068,0.0,0.11,3,0.11,0.0,0.095,fraction
Gs_7CX2,Gs,Gs,TM3-TM4,0.627,0.535,0.745,3,0.6,0.535,0.745,fraction
Gs_7CX2,Gs,Gs,TM4-TM5,0.38,0.3,0.435,3,0.405,0.3,0.435,fraction
Gs_7CX2,Gs,Gs,TM5-TM6,0.078,0.0,0.225,3,0.225,0.01,0.0,fraction
